字段1,字段2,字段3,字段4,字段5,字段6,字段7,字段8,字段9,字段10,地区
留言对象：河北省委书记倪岳峰,邯郸市永年区临洺关镇锦绣百合苑小区不经过业主,投诉/求助,环保,办理中,2023-08-19 21:22,领导您好，环保局在邯郸市永年区临洺关镇锦绣百合苑小区不经过业主同意强行安装油烟净化器，全体业主没有一个同意安装的，一开始说2号楼不安装，结果今天就把机器拉到了2号楼楼顶，作为政府部门就这么对待老百姓吗？这种做法对吗？因为在这附近有环保检测点，就强行安装，本来是要在金藤苑小区安装，结果业主不同意，就在锦绣百合苑小区安装，我们业主自然也是不会同意的，对我们日常生活造成了严重影响，房顶漏雨，噪音，震动等等都会给我们带来严重的困扰，还希望领导能替我们老百姓做主，在此感谢领导！,认领交办,2023-08-21 09:47,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省邯郸市永年区
留言对象：河北省委书记倪岳峰,多年不退房款,投诉/求助,城建,办理中,2023-08-19 20:25,开发商明知我没有购房资质欺骗我购买霸州冠军园，2019年9月份缴纳38万，次年4月仍不能办理贷款，便要求我假离婚，方能办理贷款。2020年9月签订退款协议，约定365个工作日后退款。但到期后2022年4月后仍不退款。请领导协助解决此问题。,认领交办,2023-08-21 09:12,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省
留言对象：河北省委书记倪岳峰,马路中商贩占道经营,投诉/求助,政务,已办理,2023-08-19 17:45,河北省邯郸市丛台区北湖十六峯小区北门马路上一到晚上小商贩占领马路中间或临时停车位经营，存在巨大安全隐患，请领导协助解决此问题。,丛台区委办公室,2023-09-04 08:19,网民您好！依据《邯郸市城市市容和环境卫生条例》有关规定，经丛台区综合行政执法局现场调查核实，已对该区域游商进行了教育、劝导，并依法取缔该区域占道经营情况。经过依法治理，目前该区域已达到规范要求。下步，该局将延长执法时间至晚22点，采取错峰执法，有效结合乡街执法中队加大巡查力度确保市容整洁、有序。感谢您对我们工作的理解和支持！,河北省邯郸市邯郸
留言对象：河北省委书记倪岳峰,我在巨鹿金鼎花园买的房子,投诉/求助,城建,办理中,2023-08-19 17:37,装修中遇到问题 物业给停电导致我无法装修 我砸了点墙但不是承重墙 物业给我停电了 交两千块钱就没事 请问一下他们这种做法合理吗？,认领交办,2023-08-21 10:26,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省
留言对象：河北省委书记倪岳峰,地上附着物补偿款10年未补偿,投诉/求助,政务,办理中,2023-08-19 15:21,1.2013年唐山市迁安市西里铺平改和三里河改造项目，涉及我21亩地，1000多棵粟子树及连翘等药材，已经收量至今补偿未到位。请领导协助解决此问题。,认领交办,2023-08-21 09:54,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省唐山市迁安市
留言对象：河北省委书记倪岳峰,邢台博物馆每天中午闭馆清场午休,投诉/求助,旅游,办理中,2023-08-19 14:04,"1.河北邢台博物馆以新馆中午维修之名，每天中午12～14点闭馆休息，上午9点开放看三个小时就清场，下午14点开门要重新预约，到16:30就关门。
2.大热天的中午得等在门外俩小时候场继续参观，而博物馆工作人员在里面享受两个小时的午休，早上开门晚，晚上关门早，中午还要俩小时清场关门。
3.为了看完整个博物馆展览，我要分割时间前后跑两天甚至三天看完整个展览。",认领交办,2023-08-21 09:30,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省邢台市邢台
留言对象：河北省委书记倪岳峰,邢台天山熙湖一期7号楼,投诉/求助,三农,办理中,2023-08-19 10:04,书记您好， 我18年买的邢台天山熙湖一期7号楼，全面停工已经4年。至今6年未能交房。 目前天山熙湖一期已经成了烂尾的标杆。我们只想安居乐业，本来就不富裕还要租房还贷。恳请领导百忙之中为我们一期业主指点迷津，何去何从.,认领交办,2023-08-21 10:26,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省邢台市邢台
留言对象：河北省委书记倪岳峰,道路问题反馈,投诉/求助,城建,办理中,2023-08-19 09:46,邯郸碧桂园星钻交房回家无路可走。19年规划的路到现在还没动。,认领交办,2023-08-21 11:04,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省邯郸市邯郸
留言对象：河北省委书记倪岳峰,工伤补助不给,投诉/求助,企业,办理中,2023-08-19 09:27,我于2023年3月5日至4月13日在河北省黄骅市新*元能源技术开发股份有限公司的6万吨/年绿色低碳丁烷法顺酐项目工作。施工单位是山东岱*安装有限公司的20部，在4月12日下午工作中右侧膝盖扭伤，随后休息去医院检查，医药费分两次共计2800元已报。养伤期间三个月的工伤补助一天80元至今一分未给。公司有明确规定，他们置若罔闻，打电话也不接，望领导给予我们帮助。,认领交办,2023-08-21 10:17,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省沧州市黄骅市
留言对象：河北省委书记倪岳峰,有户口，片内丛阳小学以学位已满为理由不让上学,投诉/求助,教育,办理中,2023-08-19 07:45,我是邯郸市丛台区金都九珑宸业主，孩子今年9月份该上一年级了，属于丛台区丛阳小学片内，有户口，有购房合同，已网签。区教体局，市教育局，区政府，市政府都反应过这个问题，截至到今天还没有办理入学报名。现在快开学了，孩子无学可上，按照《义务教育法》规定适龄儿童应该在户口所在地上学，但户口所在片内丛阳小学却不让上学，请求领导给解决上学问题,认领交办,2023-08-21 15:27,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省邯郸市邯郸
留言对象：河北省委书记倪岳峰,赵王大街管廊工程违法行为,投诉/求助,城建,办理中,2023-08-19 02:13,邯郸市赵王大街与北仓路交叉口，赵王大街管廊工程近几个月来连续夜间施工至凌晨，施工噪音严重影响周边居民正常休息。希望政府帮忙解决,认领交办,2023-08-21 15:05,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省邯郸市邯郸
留言对象：河北省委书记倪岳峰,安全生产事故,投诉/求助,治安,办理中,2023-08-19 00:24,"反映事件为：我丈夫焦*，于2023年7月8日下午驾驶二轮摩托车正常行驶时，途径峰峰矿区北羊台村口时峰*公司一施工项目使用挖掘机进行土方作业时将路旁电线杆撞倒突然砸向我丈夫，电线杆上的电缆线瞬间勒住脖子刮倒并摔向后方十几米，造成我丈夫为“胸椎体爆裂性骨折、肋骨11处骨折、胸骨骨折、双肺挫伤等多处软组织挫伤”。峰峰交警大队事故科工作人员杨*说我们这种事故不属于交通事故，属于安全生产事故。峰峰华能供热有限责任公司说开挖掘机的司机逃逸了，跟他们没有关系他们也没有办法，一直与我周旋到现在已有40天有余，至今我们想走法律渠道都走不成，起诉谁？我们都不知道， 
峰*公司一施工项目使用挖掘机进行土方作业时将路旁电线杆撞倒的安全生产环境是如何管理的？还是说这种施工单位故意隐瞒上报安全事故？他们的安全措施是怎么做的？肇事司机跑了，安全制度是什么？施工方是否有相关的施工资质和安全能力？肇事逃逸的挖掘机司机是否有相关的上岗证？像这种事故到底该那个部门管？该哪个部门受理？
恳请上级部门还我和我丈夫一个公平公正。",认领交办,2023-08-21 11:27,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省邯郸市峰峰矿区
留言对象：河北省委书记倪岳峰,噪音问题,投诉/求助,政务,已办理,2023-08-19 00:01,石家庄市桥西区新石街道辖区内，中华大街槐安路交叉口南三百米左右路西，原热电一厂已拆迁的厂区内，现有不明身份身员不分昼夜，用钩机、挖掘机破 混凝土、装运渣土，噪音极大，严重影响附近居民，居民昼夜都无法安静休息，已经有老人因此心脏病发作送到医院抢救。恳请领导对予以关注,桥西区委,2023-09-01 09:42,"网民您好，您反映的问题石家庄市桥西区委高度重视，经调查核实，现将情况回复如下：
经工作人员现场核实处置，相关部门已约谈施工单位，责令其停工整顿，要求严格控制施工噪音，最大限度减少噪音扰民。工作人员已与您电话联系，感谢您的认可与支持，祝您生活愉快。",河北省保定市辖区
留言对象：河北省委书记倪岳峰,我们的不动产证什么时候能办下来,投诉/求助,城建,办理中,2023-08-18 22:47,我是邢台市信都区育英街丽苑南区居民，早在2009年就买了这的房子交了房租维修基金，到现在2023年都过去大半年了！一直找开发商，开发商借口说不在本地，拖拖拉拉不给办，找了信访分到信都区团结办事处协调，可是到现在了又没进展了，在2021年开发商又以马上就能办好房本为由收取了我们的测量差价，收了好几十万了到现在光躲着我们不给办了！到现在我们因下雨导致房屋漏雨也用不上维修基金，请政府部门监督管理督促我们的房本赶紧办下来！谢谢为盼！,认领交办,2023-08-21 10:24,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省邢台市邢台
留言对象：河北省委书记倪岳峰,定州天成东星小区逾期交房,投诉/求助,城建,办理中,2023-08-18 21:28,我于2014年在定州天成东星小区购房付了定金10000元，因开发商拆迁问题，直到2018年支付首付款，于2019年办理贷款手续并签订购房合同，合同约定于2022年12月31日交房。截止到目前为止，业主并未收到延期交房通知，截至到目前已经延期交房229天，1、在这229天期间业主自发找售楼部沟通，一直未落实。2、开发商无视法律捆绑车位及仓房，声称不买仓房车位房子就交不了。3、部分业主通过关系已经实施装修，绝大多数业主表示不理解为什么个别人员就能装修，业主是否可以强制收房4、关于延期交房，业主诉求开发商延期交房按月承担违约金直至房屋交付。希望得到政府支持5、鉴于目前开发商行为要求开发商及政府公开企业监管账户，是否烂尾，业主有知情权。,认领交办,2023-08-21 09:19,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省
留言对象：河北省委书记倪岳峰,河北省保定市涞源县中博M东卫城小区封顶后烂尾,投诉/求助,城建,办理中,2023-08-18 19:15,河北省保定市涞源县中博M东卫城我是购房者也是业主，19年由河北兴泰房产开发建设去22年封顶至今未动工，五证齐全后购房谁也没算到如今开发商内部问题资金链断裂接近烂尾，部分压力大业主都快没法生活了，我也快坚持不住了，恳请领导帮帮我们。,认领交办,2023-08-21 16:50,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省保定市涞源县
留言对象：河北省委书记倪岳峰,拖欠农民工工资,投诉/求助,城建,已办理,2023-08-18 17:07,本人在河北省唐山市高新区机场路田园牧歌康养中心项目，唐山腾*公司电工组干活，2023年四月至八月份一直没开工资，每天350元，共38745元，,唐山市委,2023-08-28 15:13,网民您好，经协调，8月25日田园牧歌康养中心项目总包单位已将拖欠的工资发放至您银行卡中。工作人员已向您反馈了相关情况。感谢您对我们工作的理解与支持！,河北省唐山市高新
留言对象：河北省委书记倪岳峰,物业主管路漏水导致商铺内外墙多次开裂,投诉/求助,政务,办理中,2023-08-18 16:57,尊敬的领导，您好！我这里是石家庄市井陉矿区康盛二街商铺，2021年3月份水管主管路漏水，导致商铺内外墙体开裂，多次找物业不给解决，期间找过开发商，物业，住建局，一直推脱不给解决问题，后来物业说交了当年的物业费后给维修处理，结果也没有管，多次找物业沟通解决问题，一直推脱。物业费，水费都是物业公司收取的，只收钱出问题了啥也不管。请领导给做主，解决我的房屋维修问题。,认领交办,2023-08-21 10:16,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省石家庄市井陉矿区
留言对象：河北省委书记倪岳峰,房地产问题,投诉/求助,城建,办理中,2023-08-18 15:05,定州市天成东星花园买房十年不交房，请领导替我们业主做主，抓紧交房,认领交办,2023-08-21 09:14,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省保定市定州市
留言对象：河北省委书记倪岳峰,定州天成东星369不交房,投诉/求助,城建,办理中,2023-08-18 14:36,买了十年房了。一直不交房，一直去找，开发商交房日期一拖再拖，其中69号楼都有偷着装修的。而我们其他业主去没有接到任何答案，天然气公司去施工，开发商就断电断水，一拖再拖。孩子也上不了学，望各位领导给主持公道！,认领交办,2023-08-21 09:48,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省
留言对象：河北省委书记倪岳峰,天成东星花园小区 长期不交房,投诉/求助,城建,办理中,2023-08-18 14:15,我是一个地地道道的农村妇女，想给孩子一个好的学习环境，18年底再天成东星花园小区买房9号楼，当时五证齐全，说是19年底可以交房。至今2023年8月18日，还为交房。在此期间也开发商每年都是从五一推到十一，从十一推到元旦。一年接一年的推脱，不交房。现孩子上小学了，房子也没下来，如今房贷还着，房子租着，日子过得苦不堪言。希望得到有关部门重视，并解决问题。,认领交办,2023-08-21 10:23,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省
留言对象：河北省委书记倪岳峰,定州天成东星小区 十年不交房,投诉/求助,城建,办理中,2023-08-18 14:01,去找过开发商和定州市住建局好几次了，据说是只剩下天然气施工了，施工完成就交房，天然气施工队进场以后，开发商阻挠施工，不配合安装。开发商强制捆绑车位和仓房,认领交办,2023-08-21 10:23,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省保定市定州市
留言对象：河北省委书记倪岳峰,定州市天成东星小区十年不交房,投诉/求助,城建,办理中,2023-08-18 13:51,在定州市天成东星小区买的房，都10了还不交房，开发商一拖再拖，我买的3号楼在今年5月就完工了，可是开发商就不交房，希望领导能替老百姓做主！,认领交办,2023-08-21 10:22,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省保定市定州市
留言对象：河北省委书记倪岳峰,交房问题,投诉/求助,城建,办理中,2023-08-18 13:48,本人在河北省定州市天成东星花园，买房七年，超出合同书交房时间一年，房子已经盖好，开发商已各种理由推脱不交房，请领导协助解决此问题。,认领交办,2023-08-21 10:21,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省保定市定州市
留言对象：河北省委书记倪岳峰,天成东星花园一直在延期不交房,投诉/求助,城建,办理中,2023-08-18 13:40,领导您好！我是2019年买的定州市天成东星花园小区的房，合同是2021年12月31号交房，一直到现在都没交房，望领导为我们做主尽快让开发商给我们交房。谢谢领导！,认领交办,2023-08-21 10:23,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省保定市定州市
留言对象：河北省委书记倪岳峰,定州市天成东星花园小区逾期交房问题,投诉/求助,城建,办理中,2023-08-18 12:20,尊敬的领导您好，我是定州人，我于2017年初在我们县城购买一处房产，距今已经过去好几年了，买的早的到现在已经将近10年了，至今看不到交房的希望，请领导协助解决此问题。,认领交办,2023-08-21 09:55,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省
留言对象：河北省委书记倪岳峰,拖欠工资，各种理由拒付工资,投诉/求助,医疗,办理中,2023-08-18 11:21,张家口健*医院拖欠本人两月工资，承诺于2023年7月底结清工资，截止目前未收到拖欠的工资，望领导给予解决,认领交办,2023-08-21 18:35,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省
留言对象：河北省委书记倪岳峰,报销比例低,投诉/求助,医疗,办理中,2023-08-18 11:21,8月9日，我到张家口市蔚县的北水镇医院买药，这个医院的二甲双胍缓释片，报销比例很低，只有两块多，最后我没有买，特此举报,认领交办,2023-08-21 09:38,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省张家口市蔚县
留言对象：河北省委书记倪岳峰,无良物业影响生活,投诉/求助,政务,办理中,2023-08-18 10:19,唐山市路北区凤凰湖畔小区不经业主同意开启安装梯控，以捆绑物业费方式限制电梯控制时效，电梯扣一旦失效，业主有家不能回。望省级层面协调解决！,认领交办,2023-08-21 09:38,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省唐山市路北区
留言对象：河北省委书记倪岳峰,开发商不给房本，还和业主要利息,投诉/求助,城建,办理中,2023-08-18 10:08,尊敬的领导你好，我是河北省张家口市永怡景苑小区的业主，情况说明：一、2019年当时开发商办不下房本政府解调尾款交给社区答应免利息，到现在2023年，我们的房本无影无踪，开发商反而一直在拿房本这个事难为业主，或停水呀，或起诉呀，现在开发商说钱没有交到他们手里，所以人家不承认，要我们每户补交利息五万左右。要是我们业主不补交，就一家一家起诉我们，或者拿我们的房本做抵押。还有尾款交了的户，一直给没有换合同，和已经换了合同的拿房本，所走的程序是否一样？以免开发商在这方面逼迫业主交利息，不换合同就不给办理房本。二、政府和社区立即协调开发商停止对交了尾款户的起诉刁难应为。解决建议：1、先把我们所有交了尾款的业主，没换合同的、换了合同的、一样把房本不要利息给我们尽快办理。2、有部分业主在开发商当时给换合同时，被逼迫签了欠利息的单子，退还给我们,认领交办,2023-08-21 18:47,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省张家口市
留言对象：河北省委书记倪岳峰,幼儿园不退差价,投诉/求助,教育,办理中,2023-08-18 08:44,今年7月份，我的孩子在张家口市宣化区的太*幼儿园念书，实际念书的天数是17天，但这个幼儿园却乱收费，收了我一整月的费用，多收了4天的学费，总共220元，请加强监督,认领交办,2023-08-21 09:37,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省张家口市宣化区
留言对象：河北省委书记倪岳峰,沧州市流津时代物业,投诉/求助,城建,办理中,2023-08-18 08:37,运河区流津时代物业 ，说一套做一套，置广大回迁户利益于不顾，物业工作标准极低，极大损害广大回迁业主利益，小区路面维护迟滞，乱堆垃圾，破损严重，两面三刀，不能履行物业职责！小区绿化极其缺乏维护，观景破败，工作人员能力素质差，小区车辆乱停乱放，秩序混乱，工作人员失职失察。希望政府解决此事,认领交办,2023-08-21 09:28,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省沧州市运河区
留言对象：河北省委书记倪岳峰,小区物业垃圾车凌晨三点收垃圾,投诉/求助,城建,办理中,2023-08-18 08:00,尊敬的领导们好，我是秦皇岛市香邑溪谷二期的住户，这个小区每天早上凌晨三四点左右开始垃圾车清运垃圾，低层住户不堪其扰，物业投诉屡次不管。 严重影响休息，请领导解决。,认领交办,2023-08-21 10:15,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省秦皇岛市
留言对象：河北省委书记倪岳峰,拖欠工程款,投诉/求助,城建,办理中,2023-08-17 23:47,领导好，我公司承揽张家口市万全区万全镇2012年建设的新民居项目，工程款至今拖欠100多万还未支付。还望领导百忙之中，予以关注，解决为盼！谢谢,认领交办,2023-08-21 18:34,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省张家口市万全区
留言对象：河北省委书记倪岳峰,小区施工问题,投诉/求助,城建,已办理,2023-08-17 23:11,书记您好，我是藁城区的一名业主，我家所购买的小区位于藁城区工业西赫世名门小区，历经8年了，小区盖盖停停，开发商总以各种理由拖延，工地始终看不到大批工人施工，找几个临时工在那糊弄人，随意更改小区设计方案，好多年了，一直得不到有效解决，目前只是每天有几个人在给楼房外墙粉刷，另一侧没有封顶的房迟迟没有动静，也没有人施工，望领导明察！,藁城区委,2023-08-31 17:07,网民您好！接到留言后，藁城区委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：相关单位已安排专人跟进，加强项目监管，要求施工单位按计划施工，大力推动施工进度，争取尽快交房。,河北省石家庄市藁城区
留言对象：河北省委书记倪岳峰,力高悦麓兰亭物业采用梯控强迫业主交物业费,投诉/求助,城建,已办理,2023-08-17 19:22,领导你好，力高悦麓兰亭小区物业采用梯控方式强迫业主交物业费，否则无法使用电梯，小区交付后多次向物业反馈房屋需要维修事宜，但是物业从不回复相关事情的进度，一直拖延一年之久，同时居住期间小区内野狗狗泛滥，物业不做处理，路灯不亮，部分路灯电线裸露，反馈后一直得不到改善，种种服务达不到，现在以梯控的方式强迫交物业费，请领导给协调解决此事！,鹿泉区委,2023-09-04 08:18,"网民您好！接到留言后，鹿泉区委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：
经协调，物业已为您升级电梯卡，可正常使用。小区内流浪狗已清理完毕，路灯问题已向您解释。同时，已预约房屋维修人员于9月2日到您家中进行维修。工作人员与您联系，您对处理结果表示满意。
感谢您对我们工作的理解与支持。",河北省
留言对象：河北省委书记倪岳峰,房子问题,投诉/求助,城建,已办理,2023-08-17 17:49,"被申请人:河北硕*公司，法定负责人:王*，张*。
（一）简要情况：
领导您好，我认购白沟辛福路与京白路交口购富力城商品房S05幢13层130*号房，网签合同房屋用途商业和认购协议承诺的商住不符，承诺通天燃气的条款承诺不能兑现，为此我需要核实一下；
1，我2017年7月15日在白沟富力城购买的商品房的认购协议的条款内容，房屋信息是不是经过政府部门审核批准的条款信息？
2，开发商可以在认购协议里随便写房屋用途吗？
3，收首付款可以不进入资金监管账户吗？
4，如果是必须经过政府监管部门监管申批公示才能给购房者签商品房买卖的认购协议，那么开发商怎么可以在认购协议里随便写房屋用途；我在政府网房屋交易信息中查询不到我所认购房屋的开发商的相关预售许可证的公示信息，麻烦贵单位领导公示2017年7月份签认购协议时房屋用途及相关公示公告文件给我。
（二）申请调解的要点：
第一，2023.07.21日给富力城万兴达公寓开发商的王经理沟通关于公寓退房退款37万元补偿利息1574.1x370000=58242万损失,合计=43万元，请问王经理为什么我缴纳给您们的认购款370000元给我开的收据是河北硕*公司，你们提供给我的的收款是涞水县天*公司。
诉求：房产开发商违约了退认购款37万和赔偿占用37万元长达6年多的利息赔偿6万元，一直推脱说退不了，希望领导解决此事",白沟新城党工委,2023-08-31 17:11,网民您好！经区住建局、自然资源和规划局核实，富力城S05幢已符合办理不动产权证的条件，您可随时到区不动产中心进行登记。因购房时五证齐全，关于您的退房退款诉求，建议您通过法律途径维护自身合法权益，希望您继续理解和支持我们的工作，祝生活愉快！,河北省保定市涞水县
留言对象：河北省委书记倪岳峰,房产证问题,投诉/求助,政务,办理中,2023-08-17 17:28,本人于今年6月份给政府留言，反映元氏祥逸家园小区不给业主办房产证问题。市政府让业主持办理房产证手续到县不动产中心办证。如果业主能拿到手续就不用向省市反映问题了，更不用等上十年见不到房产证了,认领交办,2023-08-21 10:20,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省
留言对象：河北省委书记倪岳峰,石家庄市元氏填上水榭花都申请退款无果,投诉/求助,城建,已办理,2023-08-17 14:54,我个人2017年在元氏县天山水榭花都小区购买房产，缴纳预付款30万，所购房产至今未开工建设，2022年到售楼部办理退款手续，售楼处只是做登记处理，没有给付任何手续，当时承诺当年10月份退款，至今未退款。联系当时的售楼领导，电话一直无人接听，求助书记为民做主，期盼早日将预付款项如数退还。感谢书记！,元氏县委,2023-09-01 09:42,网民您好！接到留言后，元氏县委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：经调查，县相关部门已与您取得联系，制定了“调换房屋”方案。感谢您对我们工作的理解与支持。,河北省石家庄市元氏县
留言对象：河北省委书记倪岳峰,保定市白沟京雄世贸港私扣业主五万元房款,投诉/求助,城建,办理中,2023-08-17 14:51,2019年在京雄世贸港买了一套公寓房，今天收到网签备案合同发现房款金额与我实交房款金额不符。（差五万元）请问开发商这五万元哪里去了？恳请有关领导帮助追回五万元房款！感谢！,认领交办,2023-08-23 11:36,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省
留言对象：河北省委书记倪岳峰,公司偷税漏税,投诉/求助,企业,已办理,2023-08-17 13:50,现举报芝*公司偷税漏税，该公司所售卖家具均不开发票，涉嫌偷逃税款，6月18日在石家庄市长安区和平东路28*号红星美凯龙商场F2芝*店购置沙发、餐椅、餐桌共消费34500元，因质量问题均已退货，商家仅退款29500元，强行扣除我5000元的退货费，本人要求商家开具发票，商家回复合同终止，没有发票，在合同没终止前，也未开具发票，据了解该企业从来不开发票，依法纳税是每个企业应尽责任，请税务部门给予调查,长安区委,2023-08-31 17:11,网民您好！接到留言后，长安区委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：区税务局已要求商户为您开具了发票，对商户隐瞒审报收入行为给予处罚，并追缴由此产生的税款以及滞纳金。工作人员已与您取得联系，告知了相关情况。感谢您的理解与支持。,河北省石家庄市长安区
留言对象：河北省委书记倪岳峰,寻找高压电缆产权单位,投诉/求助,城建,办理中,2023-08-17 13:29,保定市高新区银杏路上有两条高压电缆，经咨询多方，至今未能找到高压电缆的归属单位，请书记帮忙安排下，寻找高压电缆的归属单位。目前高压电缆，外露于地面上，非常危险。,认领交办,2023-08-22 17:00,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省唐山市高新
留言对象：河北省委书记倪岳峰,平台有问题改规则 七月工资只发68,投诉/求助,就业,已办理,2023-08-17 12:32,1.本人是暑假工，签订了劳动合同。本人于2023年7月6日至今仍在保定安**合科技有限公司（**数据）工作，位于保定市竞秀区深圳湾（保定）创新中心B栋5层5**。2.总的来说就是我们是有责底薪，七月份由于各种原因没有完成任务量，工资只给了我67.92元，公司随意克扣薪资。3.细节是，面试时hr说我们是“有责”底薪3000，每天完成规定的任务量才可以拿到底薪。（可以说是没有底薪），但是b****聘上他们写的是“简单好上手”，所以我去了，但是他们其实有不同的组，有简单的组，有难的组，他为什么要一概而论说“简单好上手”。而我被分到了学起来很难的组。这个东西特别复杂，我们光学习就学习了一周不止，一直在培训，然后在我们刚学了差不多的时候，他又开始改规则，中间改了好几次规则，导致我们一直在改。3.我们这个是自己做完，还需要我们的小组长去审核一次，审核过了交到上面（北京那边的审核员再审一次），然后上面通过了才算我们这个任务通过。但是，做完每个任务以后并没有小组长接着就给我们审核，而是我们做了很多个任务以后，后来才分的小组长给我们审核，一个小组长要审核10个人，根本审不过来，马上就到月底了，我们的任务还有很多都没有审，而且他中间改了好几次规则，我们一直在改改改，快到月底了，我觉得如果要是上面通过了才给我们算任务通过，才算工资的话，这很不合理，因为这不是我们的原因导致任务没有通过，但是直到7月底我问我们项目经理和人事的经理，我问他们，他们都说不知道给我们按什么标准结算工资。而且人事经理张某居然给我说“就是计件算工资，不存在什么每天任务量，干多少是多少，如果你觉得这个组太难你可以换到别的简单的组‘’可是这个时候我已经干了20多天了，难道让我白学白干吗！为什么不早说！直到前两天，项目经理跟我们说上面通过了才算工资，我们是每月15号结工资，所以8月15号我们一分钱没有，但是即便是“有责”底薪发的工资也不应该少于保定市最低工资标准：竞秀区为2200元。我不接受这个公司一分钱都不给我。我虽然是7月6日开始工作，但是七月份我出勤了22天。周一至周六不迟到不早退，我甚至因为是计件经常自愿加班，我每天都认真努力工作却换来这个结果。,保定国家高新技术开发区管委会,2023-09-04 08:20,网民您好！经高新区人社局核实，您已与单位协商取得一致，近期将解决您的工资问题。希望您继续理解和支持我们的工作，祝生活愉快！,河北省保定市
留言对象：河北省委书记倪岳峰,东光县上东国际,投诉/求助,城建,办理中,2023-08-17 11:14,"你好领导，东光县上东国际小区也就是现在的恒基花园，地下车库北门自从住进这个小区北门就没开过，而且北门大门的大门已到晚上八点多就人行就关门，我们小区业主晚上回来的晚了只有绕老远去南门去，
2，而且年年物业费1千多1个星期来不一趟2躺的打扫楼道。而且物业费说了不交不给升级电梯扣不叫家来了，不给充水电费，我们小区物业属于霸道物业，望领导们帮助下
3，我们小区大门规划的就给按破大铁门，当时买房的时候规划可不是这样的",认领交办,2023-08-18 15:37,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省沧州市东光县
留言对象：河北省委书记倪岳峰,拖欠驾驶员工资,投诉/求助,就业,办理中,2023-08-17 11:13,尊敬的领导您好，我是高阳县****有限公司驾驶员代**。公司至今拖欠员工工资近十个月，保险及公积金拖欠两年余，至今仍未发放。家中无经济来源，孩子尚小，老人需要照顾，都需要资金。望领导能帮忙解决困难。,认领交办,2023-08-18 17:38,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,河北省保定市高阳县
